file,strings,chars,C0,C1,CJK,CR,CYR,DBLSP,EMOJI,EMPTY,ESCSEQ,FFFD,GREEK,HTMLENT,LONGTOK,LSEP,MOJI,NBSP,NON_NFC,PUA,PUNCTRUN,SYMBOL,TAB,URL,WS_EDGE,X000D,ZW
ucs/uc04_matchmaker/results/_archive/pre-clean-2026-05/b5_en.json,21,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ucs/uc04_matchmaker/results/_archive/pre-clean-2026-05/b6_cs.json,21,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ucs/uc04_matchmaker/results/_archive/pre-clean-2026-05/b6_en.json,21,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ucs/uc04_matchmaker/results/_archive/pre-clean-2026-05/b7_en.json,21,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ucs/uc04_matchmaker/results/_archive/pre-clean-2026-05/b8_en.json,21,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ucs/uc04_matchmaker/results/_archive/pre-clean-2026-05/b9_cs.json,21,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ucs/uc04_matchmaker/results/_archive/pre-clean-2026-05/b9_en.json,21,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ucs/uc04_matchmaker/results/_archive/pre-clean-2026-05/churn_baseline_results.json,37,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ucs/uc04_matchmaker/results/_archive/pre-clean-2026-05/persona_llm.json,4767,230859,0,0,0,0,0,197,357,0,0,0,0,67,2,0,0,0,0,0,12,0,0,0,18,0,0
ucs/uc04_matchmaker/results/_archive/pre-clean-2026-05/persona_segmentation_classical.json,1726,22534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ucs/uc04_matchmaker/results/_archive/pre-clean-2026-05/recommendation_reasons_cz.json,8603,196668,0,0,0,0,2,0,8,32,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,6
ucs/uc04_matchmaker/results/_archive/pre-clean-2026-05/rfm_lifecycle_per_user.json,8000,89497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ucs/uc04_matchmaker/results/_archive/pre-clean-2026-05/sentiment_baseline_results.json,16,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ucs/uc04_matchmaker/results/_archive/pre-clean-2026-05/summary.json,19,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ucs/uc04_matchmaker/results/_archive/pre-clean-2026-05/summary.md,6,244,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
ucs/uc04_matchmaker/results/_archive/pre-clean-2026-05/summary_ondryhal_style.md,46,3075,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,6,2,0,0,0,0,0
ucs/uc04_matchmaker/results/_archive/pre-clean-2026-05/topic_clusters_per_user_cs.json,33827,916311,0,0,0,0,0,34,0,514,0,0,0,71,0,0,0,1,0,0,0,0,0,0,502,0,84
ucs/uc04_matchmaker/results/_archive/pre-clean-2026-05/topic_clusters_per_user_en.json,35628,1010004,0,0,0,0,0,352,0,0,0,0,0,740,0,0,0,0,0,0,0,0,0,0,591,0,0
ucs/uc04_matchmaker/results/_archive/pre-clean-2026-05/uc04_to_uc01_handoff.json,13910,409710,0,0,0,0,2,74,8,0,0,0,0,218,0,0,0,0,0,0,0,1,0,0,112,0,6
ucs/uc04_matchmaker/results/_consolidated_summary.json,211,1819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
ucs/uc04_matchmaker/results/_consolidated_summary.md,99,6768,0,0,0,0,0,1,3,26,0,0,6,0,1,0,0,0,0,0,0,11,0,0,0,0,0
ucs/uc04_matchmaker/results/_demoC_summary.md,30,1454,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
ucs/uc04_matchmaker/results/_extended_metrics.json,17,682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ucs/uc04_matchmaker/results/_extended_metrics.md,23,1060,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ucs/uc04_matchmaker/results/_persona_cohort.json,1620,89804,0,0,0,0,30,0,180,0,0,0,0,0,1,0,0,0,0,0,6,7,0,0,12,0,0
ucs/uc04_matchmaker/results/b11_cs.json,21,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ucs/uc04_matchmaker/results/b11_en.json,21,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ucs/uc04_matchmaker/results/b13_lite_gemini_on_50.json,768,7087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ucs/uc04_matchmaker/results/b1_cs.json,21,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ucs/uc04_matchmaker/results/b1_en.json,21,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ucs/uc04_matchmaker/results/b2_en.json,21,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ucs/uc04_matchmaker/results/b3_cs.json,21,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ucs/uc04_matchmaker/results/b3_en.json,21,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ucs/uc04_matchmaker/results/recommendation_reasons_cz.json,8603,196668,0,0,0,0,2,0,8,32,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,6
ucs/uc04_matchmaker/results/rfm_lifecycle_per_user.json,8000,89497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ucs/uc04_matchmaker/results/summary.json,19,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ucs/uc04_matchmaker/results/summary.md,6,244,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
ucs/uc04_matchmaker/results/summary_classical_metrics.md,22,1372,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,6,2,0,0,0,0,0
ucs/uc04_matchmaker/results/topic_clusters_per_user_en.json,35628,1010004,0,0,0,0,0,352,0,0,0,0,0,740,0,0,0,0,0,0,0,0,0,0,591,0,0
ucs/uc04_matchmaker/results/uc04_to_uc01_handoff.json,12338,365368,0,0,0,0,2,74,8,0,0,0,0,214,0,0,0,0,0,0,0,1,0,0,112,0,0
utils/README.md,78,2659,0,0,0,0,0,16,0,22,0,0,0,0,3,0,0,0,0,0,2,0,0,0,8,0,0
utils/generation/README.md,63,2561,0,0,0,0,0,33,0,17,0,0,0,0,1,0,0,0,0,0,7,0,0,0,3,0,0
